date,type,description,borough
20241220,fraud,Identity theft used to open accounts; bank manager acted as witness,Manhattan
20230227,assault,Security guard assaulted by a trespasser,Brooklyn
20250810,arson,Structure fire at a storage facility; arson suspected,Brooklyn
20240606,theft,Bicycle stolen from a rack; witness provided a suspect description,Staten Island
20230305,robbery,Armed robbery of a pharmacy,Queens
20251015,murder,Investigation into a drive-by shooting; several shell casings recovered,Staten Island
20240128,bribery,Bribe offered to a licensing official; witness recorded audio,Manhattan
20231115,fraud,Skimming device found at a gas pump,Manhattan
20250522,assault,Physical altercation between drivers; witness recorded the incident,Bronx
20240701,arson,Vehicle set on fire; neighbor saw a suspect fleeing,Manhattan
20230919,theft,Purse stolen from a shopping cart,Brooklyn
20251119,robbery,Convenience store robbery; witness provided a detailed statement,Brooklyn
20240215,murder,Homicide investigation following a shooting,Staten Island
20230628,bribery,Bribe offered to a city official; secretary acted as witness,Queens
20250814,fraud,Phishing scam targeting employees,Staten Island
20241022,assault,Physical fight at a bar; bartender provided a suspect description,Manhattan
20230501,arson,Intentional fire in a vacant storefront,Brooklyn
20250412,theft,Laptop taken from a library table,Bronx
20241215,robbery,Mugging in a public park; witness provided a description,Manhattan
20230811,murder,Fatal stabbing in a park; no witnesses reported,Brooklyn
20250205,bribery,Bribe paid to influence a legal case; witnessed by an aide,Brooklyn
20240419,fraud,Insurance fraud involving a staged house fire,Staten Island
20230122,assault,Road rage incident leading to a fight; several drivers witnessed it,Queens
20251111,arson,Small fire set in a vacant lot,Staten Island
20240705,theft,Bicycle stolen from a porch; neighbor saw the suspect flee,Manhattan
20231030,robbery,Bank heist involving a masked individual,Manhattan
20250105,murder,Shooting death outside a bar; several patrons witnessed the hit,Bronx
20240914,bribery,Bribe offered to a building inspector,Brooklyn
20230412,fraud,Investment fraud targeting the elderly; witness provided internal documents,Brooklyn
20250528,assault,Physical altercation in a parking garage,Brooklyn
20240118,arson,Vehicle fire spread to a building; neighbor provided doorbell footage,Staten Island
20231220,theft,Purse taken from a chair; witness provided a suspect description,Queens
20250711,robbery,Mugging at gunpoint,Staten Island
20240404,murder,Body discovered in an abandoned building; homicide suspected,Manhattan
20231111,bribery,Kickback given to a purchasing agent; witnessed by an accountant,Brooklyn
20251230,fraud,Phishing scam targeting corporate employees,Bronx
20240618,assault,Customer assaulted a staff member; several patrons witnessed it,Brooklyn
20231019,arson,Trash can fire set behind a grocery store; witness saw a suspect fleeing,Brooklyn
20250919,theft,Lawn equipment stolen from a shed,Brooklyn
20241115,robbery,Store clerk robbed at gunpoint; customer saw the suspect flee,Staten Island
20230811,murder,Homicide resulting from a dispute; neighbor identified the suspect,Queens
20250401,bribery,Attempted bribe of a city official,Staten Island
20240122,fraud,Skimming device found at a local market; witness reported tampering,Manhattan
20230925,assault,Physical fight at a sporting event; witness recorded the incident,Brooklyn
20251015,arson,Structure fire determined to be arson,Bronx
20240505,theft,Tools stolen from a work van; neighbor provided a description,Manhattan
20230112,robbery,Armed robbery of a pharmacy; pharmacist provided a description,Brooklyn
20250617,murder,Fatal shooting in a park; witness identified a silver sedan,Brooklyn
20240210,bribery,Bribe paid to bypass an inspection,Staten Island
20231105,fraud,Identity theft used to open store accounts,Queens
20250830,assault,Physical altercation between drivers; witness provided doorbell footage,Staten Island
20240915,theft,Shoplifting of power tools from a hardware store; a store employee witnessed the suspect flee,Brooklyn
20230520,bribery,Subcontractor offered cash for a building permit; witnessed by a city engineer,Brooklyn
20251111,assault,Physical fight in a grocery store parking lot; two bystanders intervened and provided statements,Bronx
20240105,murder,Fatal shooting during a domestic dispute; a neighbor reported hearing the shots,Staten Island
20230822,fraud,Credit card skimming at a local gas station; witness reported a suspect tampering with the pump,Manhattan
20250614,arson,Intentional fire set to a dumpster behind a retail mall; security footage under review,Staten Island
20240318,robbery,Armed mugging at a transit station; several commuters gave statements,Manhattan
20231201,theft,Bicycle stolen from a high school bike rack; no witnesses were present,Brooklyn
20250930,murder,Body discovered in a city park; forensic investigation ongoing with no witnesses,Queens
20240712,assault,Unprovoked attack on a pedestrian; witness provided a height description,Manhattan
20231005,bribery,Cash bribe offered to a traffic officer during a routine stop; witnessed by a passenger,Bronx
20250214,fraud,Identity theft involving fraudulent unemployment claims; whistleblower provided evidence,Brooklyn
20240522,arson,Vehicle fire spread to a residential fence; neighbor saw a suspect with a lighter,Staten Island
20230119,robbery,Pharmacy robbed of prescription medications; a pharmacist was the sole witness,Manhattan
20251130,theft,Package taken from a porch; caught on a doorbell camera with a witness across the street,Brooklyn
20241215,murder,Investigation into a drive-by shooting; several witnesses identified a dark SUV,Staten Island
20230410,bribery,Attempted payoff to a health inspector; witness recorded the audio of the meeting,Manhattan
20250805,fraud,Insurance scam involving a staged house fire; a former associate acted as a witness,Queens
20241021,assault,Altercation at a sporting event; multiple fans witnessed the hit,Brooklyn
20230615,theft,Valuables stolen from an unlocked vehicle; no witnesses reported,Bronx
20250122,robbery,Bank robbery involving a masked individual; teller provided a description,Manhattan
20240909,arson,Small fire started in a public restroom; janitor saw a suspect fleeing the scene,Staten Island
20230211,murder,Fatal stabbing in a subway station; witness on the platform fled the scene,Manhattan
20251210,fraud,Phishing attack targeting local university students; IT department acted as a witness,Manhattan
20240428,bribery,Bribe paid to bypass environmental safety codes; witnessed by a technician,Brooklyn
20230810,theft,Purse snatched from a shopping cart; several shoppers saw the suspect,Staten Island
20250319,assault,Pushing and shoving match between drivers; witness recorded it on a phone,Queens
20240129,arson,Intentional fire in an abandoned warehouse; witness saw a person with a gas can,Brooklyn
20260127,theft,Domenic Laun reported multiple packages taken from his porch. Two residents across the street might have seen the thief,Brooklyn
20231115,robbery,Carjacking at a red light; witness gave a partial license plate,Bronx
20251010,theft,Lawn equipment stolen from a shed; neighbor provided a description of the getaway vehicle,Manhattan
20240606,murder,Homicide investigation following a shooting at a private residence; neighbor heard shots,Staten Island
20230501,bribery,Bribe offered to a licensing clerk; coworker witnessed the interaction,Manhattan
20250722,fraud,Investment fraud promising high returns; a whistleblower provided evidence,Manhattan
20241111,assault,Customer assaulted a staff member over a refund dispute; other patrons gave statements,Staten Island
20230302,arson,Fire set to a construction crane; night watchman witnessed the act,Brooklyn
20250915,theft,Laptop stolen from a public library; librarian saw the suspect,Queens
20240215,robbery,Armed robbery of a convenience store; clerk provided a detailed statement,Brooklyn
20230714,fraud,Mortgage fraud involving forged signatures; a notary acted as a witness,Bronx
20250412,murder,Victim found with multiple gunshot wounds; a passerby reported the body,Manhattan
20241220,bribery,Bribe paid for a liquor license; witnessed by a hidden camera and an informant,Staten Island
20231030,assault,Physical fight between fans at a concert; security guards acted as witnesses,Manhattan
20250105,theft,Tools stolen from a work truck; witness saw a suspect in a blue jacket,Brooklyn
20240828,arson,Intentional fire set to a vacant home; neighbor caught it on camera,Brooklyn
20230919,robbery,Mugging in an alleyway; a passerby called 911 immediately,Staten Island
20250528,fraud,Counterfeit currency passed at a farmers market; cashier provided a description,Queens
20240118,murder,Fatal shooting in a residential area; several witnesses identified a car,Brooklyn
20231225,bribery,Attempted bribe of a building inspector; witnessed by a site foreman,Bronx
20251119,theft,Bicycle stolen from a balcony; witness saw the suspect climbing,Manhattan
20240405,assault,Threats made with a weapon during a dispute; several people witnessed the brandishing,Staten Island
20230719,arson,Trash can fire set behind a grocery store; witness reported a suspect fleeing,Manhattan
20250220,robbery,Store clerk robbed at gunpoint; witness hid in the back room,Manhattan
20241108,theft,Phone stolen from a table while the owner was distracted; witness saw a man grab it,Brooklyn
20230505,murder,Investigation into a fatal shooting at a strip mall; witness identified a sedan,Staten Island
20250819,fraud,Social security fraud using a stolen identity; witness at the social security office reported it,Queens
20240310,bribery,Bribe paid to avoid a building code violation; witness provided internal emails,Brooklyn
20230915,assault,Physical altercation between two motorists; a delivery driver witnessed the fight,Bronx
20251215,theft,Copper wiring stolen from a construction site; witness saw a white truck,Manhattan
20240705,robbery,Armed robbery of a pharmacy; multiple customers were present and gave statements,Staten Island
20230227,arson,Suspicious fire in an apartment basement; resident saw a suspect,Brooklyn
20250625,murder,Homicide investigation at a local motel; desk clerk acted as a witness,Manhattan
20240122,fraud,Online romance scam leading to financial loss,Brooklyn
20231008,bribery,Cash exchange observed between a developer and an official; witnessed by a staff member,Staten Island
20250910,assault,Security guard punched by an unruly patron; multiple witnesses present,Queens
20240512,theft,Bicycle stolen from a park bench; witness saw the suspect flee toward the gate,Brooklyn
20230815,robbery,Mugging at a transit stop; witness provided a suspect sketch,Bronx
20250131,arson,Structure fire at a storage facility; a security guard saw someone running away,Manhattan
20240925,murder,Body discovered in a wooded area; hiker acted as the primary witness,Staten Island
20230325,bribery,Bribe offered to a procurement officer; witnessed by an assistant,Brooklyn
20251105,theft,Purse taken from a grocery store cart; witness saw the suspect flee,Manhattan
20240228,fraud,Email scam asking for personal information; victim's spouse acted as witness,Brooklyn
20230730,assault,Bar fight resulting in minor injuries; bartender was a witness,Staten Island
20251025,robbery,Pedestrian robbed of their cell phone at gunpoint; several witnesses called for help,Queens
20240419,arson,Small fire started in a public park; witness reported a suspect fleeing,Brooklyn
20231128,theft,Laptop taken from a university cafe; a student witness provided a description,Bronx
20250422,murder,Shooting death outside a nightclub; many witnesses provided descriptions,Manhattan
20241014,bribery,Contractor offered cash for an inspection pass; witnessed by a foreman,Staten Island
20230514,fraud,Credit card fraud involving unauthorized orders; bank teller saw the suspect at the branch,Manhattan
20250810,assault,Domestic violence incident reported by a neighbor who heard the shouting,Manhattan
20241201,theft,Tools stolen from a garage; homeowner saw a shadow,Brooklyn
20230612,robbery,Convenience store holdup; witness provided a vehicle plate,Staten Island
20251125,arson,Vehicle set on fire in a public lot; witness saw someone throwing a bottle,Queens
20240322,murder,Drive-by shooting; several shell casings recovered; witness saw a dark SUV,Brooklyn
20230910,bribery,Bribe paid to bypass building safety codes; witnessed by a junior inspector,Bronx
20250210,theft,Shoplifting of electronics; security guard acted as witness,Manhattan
20240115,fraud,Tax refund fraud using a deceased person's info; witness at the tax office flagged the file,Staten Island
20231228,assault,Physical fight at a sporting event; captured on camera with dozens of witnesses,Manhattan
20250505,robbery,Mugging in a public park; a jogger witnessed the attack and helped the victim,Manhattan
20240822,arson,Intentional fire set to a fence; neighbor saw a suspect with a gas can,Brooklyn
20230319,theft,Package stolen from a porch; witnessed by a delivery driver on the next street,Staten Island
20250711,murder,Fatal stabbing in a residential driveway; witness saw a getaway car,Queens
20240404,bribery,Bribe offered to a city official for a contract bid; witnessed by a secretary,Brooklyn
20231111,fraud,Counterfeit checks used for a large purchase; witness saw the suspect flee,Bronx
20251230,assault,Altercation at a transit station; several commuters witnessed the incident,Brooklyn
20240618,theft,Bicycle stolen from a rack; witness saw the lock being cut,Staten Island
20231019,robbery,Bank robbery involving a masked suspect; customers were present and gave statements,Manhattan
20250919,arson,Structure fire at a warehouse; witness reported a white truck leaving the scene,Manhattan
20241115,murder,Investigation into a fatal shooting; neighbor reported hearing shots,Brooklyn
20230811,fraud,Identity theft used to open store accounts; clerk provided a description of the applicant,Staten Island
20250401,bribery,Bribe paid to an official; witness provided a photo of the envelope,Queens
20240122,theft,Lawn equipment stolen from a shed; neighbor saw a suspect in the yard,Brooklyn
20230925,assault,Person hit with a glass bottle; a bartender saw the incident,Bronx
20251015,robbery,Armed robbery of a pharmacy; witness provided a detailed statement,Brooklyn
20240505,arson,Small fire set in an abandoned lot; witness reported seeing teenagers,Staten Island
20260112,murder,Homicide investigation following a gang shooting; no witnesses came forward,Manhattan
20250617,fraud,Check kiting scheme uncovered at a bank; bank teller was a witness,Manhattan
20240210,bribery,Bribe offered to a DMV clerk; coworker reported the incident,Brooklyn
20231105,theft,Phone stolen from a restaurant table; waiter witnessed the grab,Staten Island
20250830,assault,Dispute between coworkers escalated to violence; several witnesses identified the suspect,Queens
20240612,robbery,Store clerk robbed during a night shift; witness saw a masked figure,Brooklyn
20230419,arson,House fire determined to be arson; neighbor saw someone running away,Bronx
20251212,murder,Homicide resulting from a botched drug deal; witness provided a vehicle description,Manhattan
20240101,fraud,Phishing attack targeting corporate employees; IT acted as witness,Staten Island
20231015,bribery,Bribe offered to influence a legal case; witnessed by a law clerk,Manhattan
20250314,theft,Backpack stolen from a bus station; witness saw the suspect,Brooklyn
20241118,assault,Road rage incident leading to a fight; witness recorded it on a phone,Brooklyn
20230711,robbery,Convenience store robbery at gunpoint; customer saw the suspect flee,Staten Island
20250920,arson,Vehicle fire spread to a building; neighbor provided doorbell camera footage,Queens
20240505,murder,Fatal stabbing in a subway station; several passengers witnessed the struggle,Brooklyn
20230214,fraud,Investment scam targeting local seniors; one victim provided a statement,Bronx
20251125,bribery,Attempted bribe of a city official; secretary witnessed the offer,Brooklyn
20240801,theft,Bicycle taken from a residential porch; witness saw a teenager,Staten Island
20230630,assault,Physical fight at a bar; dozens of patrons were witnesses,Manhattan
20251210,robbery,Pedestrian robbed of their watch; no witnesses in the alleyway,Manhattan
20240112,arson,Trash fire set behind a shopping center; security guard saw a suspect,Brooklyn
20230925,murder,Shooting at a party; multiple witnesses identified the shooter,Staten Island
20250418,fraud,Skimming device found on an ATM; witness reported suspicious activity,Queens
20241030,theft,Tools stolen from a construction site; foreman saw a suspect in a van,Brooklyn
20231111,bribery,Bribe paid to bypass a building inspection; coworker witnessed the exchange,Bronx
20250702,assault,Security guard assaulted by a trespasser; several shoppers witnessed it,Brooklyn
20240322,robbery,Mugging at a gas station; witness provided a partial license plate,Staten Island
20230528,arson,Intentional fire set to a fence; witness saw a person with a lighter,Brooklyn
20250228,murder,Body discovered in an abandoned building; homicide suspected; no witnesses,Manhattan
20240909,fraud,Unemployment fraud involving stolen info; witness provided a statement,Brooklyn
20230819,theft,Retail theft of electronics; security guard acted as the primary witness,Staten Island
20251215,bribery,Bribe offered to a code officer; coworker witnessed the meeting,Queens
20240405,assault,Bar fight leading to hospitalizations; dozens of patrons witnessed it,Brooklyn
20260119,robbery,Armed robbery of a pedestrian; witness provided a vehicle description,Bronx
20250617,arson,Small fire started in a vacant storefront; witness reported a suspect,Brooklyn
20241102,murder,Fatal shooting in a residential driveway; neighbor saw a dark car fleeing,Staten Island
20231008,fraud,Check fraud at a local boutique; witness identified the suspect,Brooklyn
20250131,theft,Package stolen from a porch; caught on camera by a neighbor,Brooklyn
20240512,bribery,Bribe offered to a city official; secretary witnessed the meeting,Brooklyn
20230714,assault,Physical altercation in a parking lot; several witnesses provided statements,Staten Island
20250325,robbery,Convenience store robbery; witness hid in the back room,Queens
20241220,arson,Fire set to a vehicle in a park; witness saw a suspect flee,Brooklyn
20230227,murder,Investigation into a fatal shooting; neighbor heard the altercation,Bronx
20250810,fraud,Insurance fraud involving property damage; adjuster acted as a witness,Manhattan
20240606,theft,Shoplifting of luxury goods; store clerk provided a description,Staten Island
20230305,bribery,Bribe paid to a building inspector; witnessed by a technician,Manhattan
20251015,assault,Threats made with a weapon during a dispute; several witnesses called police,Manhattan
20240128,robbery,Carjacking at gunpoint; witness provided a description of the car,Brooklyn
20231115,arson,House fire determined to be arson; neighbor saw someone running,Staten Island
20250522,theft,Laptop stolen from a library; librarian witnessed the suspect,Queens
20240701,murder,Fatal stabbing in a public park; three witnesses provided statements,Brooklyn
20230919,fraud,Investment scam targeting the elderly; witness provided a statement,Bronx
20251119,bribery,Bribe paid to influence a city contract; witnessed by an aide,Manhattan
20240215,theft,Power tools stolen from a work truck; witness saw a red truck nearby,Staten Island
20230628,assault,Domestic violence incident reported by a neighbor,Brooklyn
20250814,robbery,Store clerk robbed during a night shift; witness saw the getaway car,Brooklyn
20241022,arson,Garbage fire set behind a building; witness saw a suspect fleeing,Brooklyn
20230501,murder,Homicide investigation following a gang-related shooting; witness identified the vehicle,Staten Island
20250412,fraud,Email phishing scam; IT department acted as a witness,Queens
20241215,theft,Bicycle stolen from a rack; witness saw the suspect flee on foot,Brooklyn
20230811,bribery,Bribe offered to influence a legal case; witnessed by a court employee,Bronx
20250205,assault,Fight in a parking garage; security cameras and one witness recorded it,Brooklyn
20240419,robbery,Mugging in an alleyway; witness saw a suspect in a hoodie,Staten Island
20260122,arson,Structure fire at a storage facility; arson suspected; no witnesses,Manhattan
20251111,theft,Purse stolen from the back of a chair; waiter provided a description,Manhattan
20240705,murder,Homicide resulting from a dispute; neighbor identified the suspect,Brooklyn
20231030,fraud,Online romance scam leading to financial loss,Staten Island
20250105,bribery,Kickback given to a purchasing agent; witnessed by an accountant,Queens
20240914,theft,Package theft caught on a doorbell camera; neighbor was a witness,Brooklyn
20230412,assault,Physical altercation between two drivers; several commuters witnessed it,Bronx
20250528,robbery,Bank heist involving a masked individual; several customers provided statements,Manhattan
20240118,arson,Fire set to a vacant home; witness saw someone with a gas can,Staten Island
20231220,murder,Fatal shooting in a driveway; witness identified a silver sedan,Manhattan
20250711,fraud,Skimming device found at a gas pump; witness reported tampering,Manhattan
20240329,theft,Jewelry stolen from a residence; neighbor heard glass breaking,Brooklyn
20230518,bribery,Bribe offered to a licensing official; witnessed by a colleague,Staten Island
20250930,assault,Customer assaulted a fast-food worker; multiple patrons witnessed it,Queens
20241111,robbery,Pharmacy robbed of prescription meds; pharmacist provided a statement,Brooklyn
20230719,arson,Intentional fire in a public park; witness reported a suspect,Bronx
20250220,theft,Backpack stolen from a bus station; witness saw the thief flee,Manhattan
20240822,murder,Shooting death outside a store; witness provided a height description,Staten Island
20230302,fraud,Mortgage fraud involving forged signatures; witness provided documents,Manhattan
20251030,bribery,Cash exchange observed between a developer and an official; witness took a photo,Manhattan
20241222,theft,Tools stolen from a garage; witness saw a white van leaving,Brooklyn
20230910,assault,Threats made with a weapon during a dispute; neighbor reported it,Staten Island
20250425,robbery,Convenience store holdup; clerk provided a detailed statement,Queens
20241115,arson,Vehicle fire spread to a building; witness saw a suspect fleeing,Brooklyn
20230528,murder,Body found in a wooded area; homicide suspected,Bronx
20250819,fraud,Identity theft involving a new credit line; bank teller acted as witness,Manhattan
20240101,theft,Laptop taken from a university cafe; several students witnessed the grab,Staten Island
20231105,bribery,Bribe offered to a DMV clerk; coworker reported the incident,Brooklyn
20251230,assault,Altercation at a transit stop; witness provided a suspect sketch,Manhattan
20240618,robbery,Mugging in a public park; witness called 911 immediately,Brooklyn
20231025,arson,Intentional fire in a dumpster; witness saw a suspect in the alley,Staten Island
20250120,murder,Homicide resulting from a botched drug deal; witness fleeing the scene,Queens
20231215,bribery,Bribe offered to a city official; witnessed by a staffer,Brooklyn
20240510,theft,Shoplifting of high-end apparel; store security acted as a witness,Staten Island
20251102,fraud,Phishing attack targeting local small businesses,Manhattan
20230819,robbery,Armed robbery at a convenience store; a customer provided a suspect description,Staten Island
20231225,arson,Intentional fire set in an abandoned warehouse,Staten Island
20260110,bribery,Attempted payoff to a city official during a permit review; witnessed by an aide,Manhattan
20240312,assault,Physical altercation outside a nightclub; several bystanders were witnesses,Queens
20250630,murder,Homicide involving a firearm in a residential area; neighbor provided a statement,Brooklyn
20230908,theft,Bicycle stolen from a park; witness saw a suspect fleeing on foot,Brooklyn
20241021,fraud,Email phishing scam targeting elderly residents; bank teller acted as a witness,Brooklyn
20250214,assault,Dispute between neighbors resulting in minor injuries,Bronx
20230514,theft,Shoplifting of electronics from a retail store; security guard was a witness,Bronx
20251102,fraud,Credit card skimming at a local gas station; witness reported suspicious activity,Manhattan
20240819,robbery,Armed robbery at a convenience store; one witness provided a statement,Staten Island
20231225,arson,Intentional fire set in an abandoned warehouse; witness saw a person fleeing,Staten Island
20260110,bribery,Attempted payoff to a city official during a permit review,Manhattan
20240312,assault,Physical altercation outside a nightclub; multiple witnesses identified the suspect,Queens
20250630,murder,Homicide involving a firearm in a residential area,Manhattan
20230908,theft,Bicycle stolen from a park; witness saw a suspect fleeing on foot,Brooklyn
20241021,fraud,Email phishing scam targeting elderly residents; witness provided evidence,Brooklyn
20250214,assault,Dispute between neighbors resulting in minor injuries; neighbor called 911,Bronx
20240514,bribery,Illegal payment offered to a building inspector; witnessed by a contractor,Brooklyn
20231102,theft,Unattended laptop taken from a coffee shop; two witnesses were present,Bronx
20250819,murder,Fatal shooting following a targeted dispute in an alleyway,Manhattan
20230225,arson,Vehicle set on fire in a parking garage; witness reported a suspect with a gas can,Staten Island
20260110,fraud,Identity theft involving unauthorized bank transfers; victim acted as witness,Staten Island
20240312,assault,Bar fight resulting in minor injuries; several witnesses identified the suspect,Queens
20250630,robbery,Street mugging at knifepoint; a passerby called emergency services,Manhattan
20230908,theft,Bicycle stolen from a residential porch; neighbor saw the theft,Brooklyn
20241021,fraud,Phone scam claiming to be from the IRS; witness provided recording,Brooklyn
20250214,assault,Domestic disturbance at a private residence; neighbor provided a statement,Bronx
20231201,arson,Small fire started intentionally near a park; witness saw a hooded figure,Manhattan
20240722,bribery,Kickback scheme uncovered during a corporate audit; accountant acted as witness,Staten Island
20251111,robbery,Bank robbery involving a masked individual; bank staff provided descriptions,Manhattan
20230405,murder,Case involving a victim found in a hotel room; witness saw a person fleeing,Staten Island
20240918,theft,Shoplifting incident at a department store; store security witnessed the act,Queens
20250105,fraud,Welfare fraud involving falsified documents,Manhattan
20230615,assault,Pushing and shoving match at a sporting event; security and fans intervened,Brooklyn
20241225,arson,Trash can fire set behind a shopping mall; witness saw a person with a lighter,Brooklyn
20250319,robbery,Home invasion while residents were present; one witness hid and called 911,Bronx
20230830,bribery,Attempted bribe of a traffic officer during a routine stop; witnessed by a passenger,Brooklyn
20240110,theft,Purse taken from a grocery cart; another shopper witnessed the grab,Staten Island
20251205,assault,Altercation at a transit station; several commuters were witnesses,Manhattan
20230715,murder,Fatal shooting in a park; multiple witnesses provided descriptions,Staten Island
20240930,arson,Structure fire at an abandoned building; witness saw a hooded figure,Manhattan
20250220,fraud,Investment scam targeting seniors; whistleblower acted as witness,Bronx
20230510,robbery,Armed robbery of a pedestrian; witness provided a vehicle plate,Queens
20241112,theft,Bicycle stolen from a garage; neighbor saw the suspect,Brooklyn
20260115,bribery,Cash bribe offered to a zoning official; witnessed by a secretary,Manhattan
20250805,assault,Road rage incident leading to a fight; several drivers witnessed it,Brooklyn
20230422,murder,Shooting death outside a bar; patrons gave statements to police,Staten Island
20241010,fraud,Identity theft used to open accounts; bank teller acted as a witness,Manhattan
20250125,arson,Intentional fire set to a park bench,Bronx
20230618,theft,Package stolen from a porch; caught on camera with a witness reporting,Staten Island
20240305,robbery,Mugging in a public park; a jogger was the primary witness,Manhattan
20251115,murder,Homicide investigation at a local motel; desk clerk provided information,Queens
20230825,bribery,Bribe paid to bypass an inspection; witnessed by a coworker,Brooklyn
20241212,assault,Security guard assaulted by a trespasser; multiple staff witnesses,Brooklyn
20250530,theft,Laptop taken from a library; librarian witnessed the theft,Brooklyn
20230214,fraud,Credit card skimming at a market,Staten Island
20240720,arson,Vehicle set on fire in a driveway; neighbor provided doorbell footage,Manhattan
20250910,robbery,Convenience store holdup; witness provided a detailed statement,Bronx
20231128,murder,Fatal stabbing during a dispute; several witnesses fled the scene,Staten Island
20240615,bribery,Bribe offered to a city official; witnessed by an aide,Manhattan
20250110,theft,Shoplifting of electronics; security guard acted as witness,Queens
20231019,assault,Physical fight at a sporting event; fans and security witnessed it,Brooklyn
20240405,arson,Small fire set in a vacant lot; witness saw a suspect flee,Brooklyn
20250812,fraud,Phishing scam targeting employees,Brooklyn
20231230,robbery,Armed robbery of a pedestrian; witness called 911 immediately,Staten Island
20240515,murder,Homicide resulting from a dispute; neighbor identified the suspect,Brooklyn
20251025,bribery,Bribe paid to influence a contract,Bronx
20230720,theft,Purse snatched from a shopping cart; witness provided a description,Staten Island
20241111,assault,Physical altercation between neighbors; witnessed by several residents,Manhattan
20250915,arson,Intentional fire set to a fence; neighbor saw the suspect,Queens
20260122,fraud,Online romance scam; victim's family acted as witness,Manhattan
20240828,robbery,Mugging at gunpoint; witness provided a suspect sketch,Brooklyn
20251230,murder,Shooting in a residential area; witness identified a silver sedan,Brooklyn
20230419,bribery,Bribe offered to a licensing clerk; witnessed by a colleague,Staten Island
20250617,theft,Tools stolen from a work truck,Manhattan
20241010,assault,Customer assaulted a staff member; multiple patrons witnessed it,Bronx
20230915,arson,House fire determined to be arson; neighbor saw someone running away,Staten Island
20250422,fraud,Identity theft involving stolen mail; mail carrier acted as witness,Manhattan
20240122,robbery,Armed robbery of a pharmacy; pharmacist provided a statement,Queens
20231111,murder,Homicide investigation following a drive-by; witness identified the car,Brooklyn
20250715,bribery,Bribe paid to an official for a city contract; witnessed by an aide,Brooklyn
20241215,theft,Laptop stolen from a cafe; witness provided a suspect description,Brooklyn
20230830,assault,Physical fight at a bar; bartender was a witness,Staten Island
20251111,arson,Small fire set in an abandoned lot,Brooklyn
20240505,fraud,Insurance fraud involving property damage; witness provided photos,Bronx
20230314,robbery,Mugging in a public park; witness provided a statement,Staten Island
20250920,murder,Fatal shooting in a driveway; neighbor reported hearing shots,Manhattan
20240101,bribery,Bribe offered to influence a city contract; witness recorded the audio,Queens
20231015,theft,Bicycle stolen from a balcony; neighbor witnessed the theft,Brooklyn
20250314,fraud,Investment fraud targeting seniors; whistleblower provided internal docs,Brooklyn
20241118,assault,Road rage incident leading to a fight; witness recorded it on a phone,Brooklyn
20230711,robbery,Convenience store robbery at gunpoint; witness saw the getaway car,Staten Island
20251212,arson,Car fire set in a public lot; witness saw a suspect flee,Manhattan
20240112,murder,Homicide resulting from a dispute; neighbor identified the suspect,Bronx
20230925,bribery,Bribe paid to bypass building codes; witnessed by a junior inspector,Staten Island
20250418,theft,Shoplifting of luxury goods; store security acted as a witness,Manhattan
20241030,fraud,Phishing attack targeting corporate employees,Queens
20231111,assault,Physical altercation between coworkers; witnessed by other staff members,Manhattan
20250702,arson,Small fire set behind a building; witness reported a hooded figure,Brooklyn
20240322,robbery,Bank robbery involving a masked individual; customers were present,Brooklyn
20230528,murder,Body discovered in a dumpster; homicide suspected,Staten Island
20250228,bribery,Attempted bribe of a city official; secretary witnessed the meeting,Manhattan
20240909,theft,Package theft caught on doorbell camera,Bronx
20230819,fraud,Skimming device found at a gas pump; witness saw someone tampering,Staten Island
20251215,assault,Customer assaulted a staff member; several patrons witnessed the hit,Brooklyn
20240405,robbery,Armed robbery of a pedestrian; witness provided a description,Queens
20260119,arson,House fire set with gasoline; neighbor saw a suspect flee,Manhattan
20250617,murder,Fatal stabbing in a park; witness identified a suspect,Brooklyn
20241102,bribery,Bribe offered to a building inspector,Brooklyn
20231008,theft,Bicycle stolen from a rack; witness saw the suspect flee on foot,Staten Island
20250131,fraud,Counterfeit bills passed at a market; cashier acted as a witness,Manhattan
20240512,assault,Physical fight in a parking lot; several witnesses provided statements,Bronx
20230714,arson,Intentional fire set to a fence,Staten Island
20250325,robbery,Convenience store holdup; clerk provided a detailed description,Manhattan
20241220,murder,Homicide investigation following a shooting; neighbor heard shots,Queens
20230227,bribery,Bribe paid to bypass an inspection; witnessed by a colleague,Manhattan
20250810,theft,Tools stolen from a work truck,Brooklyn
20240606,fraud,Investment fraud targeting the elderly; witness provided internal documents,Brooklyn
20230305,assault,Security guard assaulted by a trespasser; witnessed by several patrons,Staten Island
20251015,robbery,Mugging in an alleyway; witness provided a vehicle plate,Manhattan
20240128,arson,Vehicle set on fire; neighbor provided doorbell footage,Bronx
20231115,murder,Fatal shooting in a park; three witnesses identified,Staten Island
20250522,bribery,Attempted bribe of a city official; witnessed by a staffer,Brooklyn
20240701,theft,Laptop stolen from a library; librarian witnessed the theft,Queens
20230919,fraud,Online romance scam leading to financial loss,Manhattan
20251119,assault,Physical altercation between two drivers; several commuters witnessed it,Brooklyn
20240215,robbery,Bank heist involving a masked suspect,Brooklyn
20230628,arson,Small fire set in a vacant lot; witness reported a suspect fleeing,Staten Island
20250814,murder,Investigation into a fatal shooting; neighbor reported hearing shots,Manhattan
20241022,bribery,Bribe offered to bypass a health inspection,Bronx
